        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
       324             194.400             0.00000            81.78534         -3563.96260         -3482.17726                   -
       325             195.000             0.00000            82.04119         -3561.10514         -3479.06395                  66
       326             195.600             0.00000            82.32114         -3559.21768         -3476.89654                   -
       327             196.200             0.00000            82.57738         -3559.46407         -3476.88669                   -
       328             196.800             0.00000            82.83316         -3560.41147         -3477.57831                   -
       329             197.400             0.00000            83.09022         -3560.48941         -3477.39919                   -
       330             198.000             0.00000            83.93914         -3560.25922         -3476.32007                  67
       331             198.600             0.00000            84.19821         -3561.02073         -3476.82252                   -
       332             199.200             0.00000            84.45823         -3562.36830         -3477.91007                   -
       333             199.800             0.00000            84.72238         -3562.66979         -3477.94741                   -
       334             200.400             0.00000            84.99180         -3561.49422         -3476.50242                   -
       335             201.000             0.00000            85.26413         -3560.08374         -3474.81961                  68
       336             201.600             0.00000            85.53620         -3559.46999         -3473.93380                   -
       337             202.200             0.00000            85.80708         -3559.31099         -3473.50391                   -
       338             202.800             0.00000            86.07665         -3558.98220         -3472.90555                   -
       339             203.400             0.00000            87.48914         -3558.67315         -3471.18401                   -
       340             204.000             0.00000            87.74668         -3558.65934         -3470.91266                  69
       341             204.600             0.00000            88.00134         -3558.46653         -3470.46519                   -
       342             205.200             0.00000            88.25440         -3557.56571         -3469.31131                   -
